Product_ID,Category,Sub_Category,Description_EN,Production_Cost
403,Masculine,Sweaters and Sweatshirts,Classic Pink Nylon Embroidered,31.97
404,Masculine,T-shirts and Polos,Vintage White Leather Print,14.04
405,Masculine,Shirts,Casual Shirt With Pocket,10.73
406,Masculine,Pants and Jeans,Men'S Linen Pants,15.46
407,Masculine,Suits and Blazers,Masculine Fact Of Smooth Fabric With Contemporary Design,37.92
408,Masculine,Sportswear,Men'S Training Pants With Zipper Pocket,14.5
409,Masculine,Underwear and Pajamas,Men'S Boxer Underwear With Reinforcement Details,5.81
410,Masculine,Accessories,Nylon Men'S Backpack,3.16
411,Children,Baby (0-12 months),Modern Lilac Velvet With Glitter,6.82
412,Children,"Girl and Boy (1-5 years, 6-14 years)",Vintage White Leather Print,27.67
413,Children,Coats,Vintage Yellow Satin With Loop,30.42
414,Children,Sweaters,Fleece Children'S Sweater,8.93
415,Children,Pajamas,Short Children'S Pajama From Fresh Mesh For Summer,13.77
416,Children,Accessories,Children'S Raincover With Characters,11.01
417,Feminine,Coats and Blazers,Formal Black Denim Embroidered,29.49
418,Feminine,Sweaters and Knitwear,Classic Red Embroidered Nylon,20.99
419,Feminine,Dresses and Jumpsuits,Formal Embroidered Neutral Income,29.76
420,Feminine,Shirts and Blouses,Shirt With College,18.47
421,Feminine,T-shirts and Tops,Basic Style T-Shirt With Round Neckline,3.48
422,Feminine,Pants and Jeans,Women'S Cropped Jeans,12.5
423,Feminine,Skirts and Shorts,Short Skirt With Floral Print,12.04
424,Feminine,Suits and Sets,Silk Blouse Set And Tailoring Pants,10.25
425,Feminine,Sportswear,Women'S Running Tennis,10.56
426,Feminine,Lingerie and Pajamas,Female Microfiber Bra,22.23
427,Feminine,Accessories,Pendant Balance For Necklace,6.12
428,Masculine,Coats and Blazers,Black Jacquard Retro With Pockets,36.7
429,Masculine,Sweaters and Sweatshirts,Executive Smooth Blue Jeans,10.49
430,Masculine,T-shirts and Polos,Streetwear Linen Mustard With Fringes,12.16
431,Masculine,Shirts,Classic Men'S Cotton Shirt,16.87
432,Masculine,Pants and Jeans,Jeans Masculino Wide Leg,11.38
433,Masculine,Suits and Blazers,Men'S Blazer Casual Button,44.94
434,Masculine,Sportswear,Men'S Ultra-Leve Racing Regatta,9.1
435,Masculine,Underwear and Pajamas,Men'S Winter Pajamas With Fleece Lining,9.02
436,Masculine,Accessories,Men'S Shoulder Bag With Camouflaged Stamp,3.4
437,Children,Baby (0-12 months),Luxurious Jacquard Silver With Loop,14.38
438,Children,"Girl and Boy (1-5 years, 6-14 years)",High-Tech Suede Beige Embroidered,33.57
439,Children,Coats,Burdened Polyester With Zipper,18.73
440,Children,Sweaters,Children'S Sweater With Cute Embroidery,25.92
441,Children,Pajamas,Light Knitting Pajama With Kangaroo Pocket,11.8
442,Children,Accessories,Children'S Elastic Band For Hair,10.33
443,Feminine,Coats and Blazers,Modern Burgundy Lace With Lace,31.38
444,Feminine,Sweaters and Knitwear,Classic Turquoise Cotton With Fringes,16.46
445,Feminine,Dresses and Jumpsuits,Modern Yellow Nylon With Zipper,10.12
446,Feminine,Shirts and Blouses,Satin Tank Top,31.47
447,Feminine,T-shirts and Tops,Crochet Top With Short Sleeve,8.95
448,Feminine,Pants and Jeans,Women'S Clochard Pants,20.2
449,Feminine,Skirts and Shorts,A-Line Skirt With Front Buttons,4.34
450,Feminine,Suits and Sets,Skinny Blazer And Pants,28.93
451,Feminine,Sportswear,Women'S Training Pants,17.01
452,Feminine,Lingerie and Pajamas,Short Sweater With Tulle Detail,11.77
453,Feminine,Accessories,Female Choker With Stones,6.08
454,Masculine,Coats and Blazers,Casual Nylon Silver Silver,18.28
455,Masculine,Sweaters and Sweatshirts,Formal Golden Income Printed,9.45
456,Masculine,T-shirts and Polos,Classic Padded Yellow Linen,9.98
457,Masculine,Shirts,Polo Colt Shirt,7.44
458,Masculine,Pants and Jeans,Men'S Costelê Velvet Pants,14.09
459,Masculine,Suits and Blazers,Male Fact Slim Fit With Chess Collar,13.19
460,Masculine,Sportswear,Male Jacket With Thermal Lining For Outdoor Exercises,29.43
461,Masculine,Underwear and Pajamas,Men'S T -Shirt Of Fresh Fabric For Hot Nights,9.42
462,Masculine,Accessories,Aviator Style Male Sunglasses,11.4
463,Children,Baby (0-12 months),Stripped Red Leather With Pockets,9.75
464,Children,"Girl and Boy (1-5 years, 6-14 years)",Luxurious Blue Linen With Glitter,24.74
465,Children,Coats,Luxurious Pink Satin With Fringes,12.26
466,Children,Sweaters,Children'S Jersey With Drawing Characters,6.69
467,Children,Pajamas,Children'S Christmas Pajamas With Reindeer Print And Snowflakes,2.71
468,Children,Accessories,Pins Kit For Children'S Backpack,5.64
469,Feminine,Coats and Blazers,Classic Green Jeans With Buttons,24.89
470,Feminine,Sweaters and Knitwear,High-Tech Beige Jeans With Pockets,17.45
471,Feminine,Dresses and Jumpsuits,Classic Nylon Beige Printed,35.59
472,Feminine,Shirts and Blouses,Comfortable Viscose Shirt,12.77
473,Feminine,T-shirts and Tops,T-Shirt With Embroidery Detail,7.01
474,Feminine,Pants and Jeans,Women'S Linen Pants,25.35
475,Feminine,Skirts and Shorts,Female Pierced Skirt,7.34
476,Feminine,Suits and Sets,Tricot Blouse Set And Pantacourt Pants,24.68
477,Feminine,Sportswear,Short -Sleeved Sports T -Shirt,11.2
478,Feminine,Lingerie and Pajamas,Lingerie Set With Loop Detail,9.01
479,Feminine,Accessories,Suede Shoulder Bag,6.18
480,Masculine,Coats and Blazers,Black Leather Retro Embroidered,14.23
481,Masculine,Sweaters and Sweatshirts,Sports Linen Pink With Ruffles,24.16
482,Masculine,T-shirts and Polos,Classic Green Cotton With Buttons,16.51
483,Masculine,Shirts,Denim Shirt With Worn Washing,8.71
484,Masculine,Pants and Jeans,Male Jeans With Contrasting Sewing,18.03
485,Masculine,Suits and Blazers,Men'S Rustic Fabric Blazer With Texture,12.09
486,Masculine,Sportswear,Men'S Performance T -Shirt,9.82
487,Masculine,Underwear and Pajamas,Men'S Microfiber Boxer With High Elasticity,8.1
488,Masculine,Accessories,Men'S Bracelet With Natural Stone Detail,8.22
489,Children,Baby (0-12 months),Retro Silk Burgher With Ruffles,12.57
490,Children,"Girl and Boy (1-5 years, 6-14 years)",Turquoise Casual Smooth,27.49
491,Children,Coats,Classic Padded Yellow Linen,19.03
492,Children,Sweaters,Kids Jersey With Adjusted Fists,8.52
493,Children,Pajamas,Pirates Themed Children'S Pajama With Bandana,5.21
494,Children,Accessories,Personalized Children'S Keychain,4.94
495,Feminine,Coats and Blazers,Classic Yellow Knitting With Zipper,17.04
496,Feminine,Sweaters and Knitwear,Boho Jacquard Lilac Embroidery,12.69
497,Feminine,Dresses and Jumpsuits,Blue Silk Retro With Zipper,11.17
498,Feminine,Shirts and Blouses,Female Tricot Blouse,17.38
499,Feminine,T-shirts and Tops,Top Cropped Of Alkinha With Laço,11.01
500,Feminine,Pants and Jeans,Slim Fit Women'S Slim Pants,19.81
501,Feminine,Skirts and Shorts,Midi Skirt With Side Strip,10.38
502,Feminine,Suits and Sets,Cropped Set Fact And Lightweight Fabric Pants,23.99
503,Feminine,Sportswear,Women'S Training Jacket,12.99
504,Feminine,Lingerie and Pajamas,Female Satin Pajamas,9.29
505,Feminine,Accessories,Short Boot With Details,3.35
506,Masculine,Coats and Blazers,Give Thanks To You,50.16
507,Masculine,Sweaters and Sweatshirts,Modern Green Jacquard Printed,16.93
508,Masculine,T-shirts and Polos,Gold Wool Retro With Glitter,15.23
509,Masculine,Shirts,Men'S Cotton Shirt,17.75
510,Masculine,Pants and Jeans,Flare Men'S Pants,38.54
511,Masculine,Suits and Blazers,Male Fact With Stretch Fabric For Greater Mobility,43.65
512,Masculine,Sportswear,Slim Fit Men'S Pants For Functional Exercise,30.2
513,Masculine,Underwear and Pajamas,Male Mesh Pajama With Front Zipper,20.11
514,Masculine,Accessories,Men'S Cachecol De Cashmere,1.88
515,Children,Baby (0-12 months),Casual Turquoise Nylon With Ruffles,12.24
516,Children,"Girl and Boy (1-5 years, 6-14 years)",Modern Pink Jacquard With Pockets,16.37
517,Children,Coats,Sports Jacquard Burgundy With Fringes,23.78
518,Children,Sweaters,Kids Kids Shirt With Decorative Braid,20.05
519,Children,Pajamas,Long -Sleeved Children'S Pajama With Kittens,10.65
520,Children,Accessories,Children'S Mask For Protection,8.3
521,Feminine,Coats and Blazers,Casual Polyester Blue Smooth,20.61
522,Feminine,Sweaters and Knitwear,White Linen Boho With Pockets,10.13
523,Feminine,Dresses and Jumpsuits,Sports Black Satin Padded,20.9
524,Feminine,Shirts and Blouses,Romantic Ruffled Blouse,21.39
525,Feminine,T-shirts and Tops,T-Shirt Stamped With World Map,9.64
526,Feminine,Pants and Jeans,Pants With Front Buttons,16.75
527,Feminine,Skirts and Shorts,Zipper Leather Skirt,9.0
528,Feminine,Suits and Sets,Long -Sleeved Blouse And Straight Pants,34.81
529,Feminine,Sportswear,Feminin Yoga Set,34.05
530,Feminine,Lingerie and Pajamas,Women'S Breastfeeding Bra,9.98
531,Feminine,Accessories,Western Style Belt,9.34
532,Masculine,Coats and Blazers,Sports Golden Nylon With Hood,16.4
533,Masculine,Sweaters and Sweatshirts,Formal Turquoise Velvet With Ruffles,7.98
534,Masculine,T-shirts and Polos,Retro Polyester Lilac Padded,29.99
535,Masculine,Shirts,Casual Men'S Sleeve Casual Shirt,14.99
536,Masculine,Pants and Jeans,Jeans Masculino Bootcut,35.93
537,Masculine,Suits and Blazers,Men'S Wool Blazer With Striped Pattern Details,32.66
538,Masculine,Sportswear,Men'S Jacket With Hood For Outdoor Training,8.04
539,Masculine,Underwear and Pajamas,Male Premium Cotton Underwear With Elastic Waist,6.66
540,Masculine,Accessories,Men'S Knitty Tie,9.46
541,Children,Baby (0-12 months),Classic Smooth Green Jeans,7.76
542,Children,"Girl and Boy (1-5 years, 6-14 years)",Vintage Tricot Verde Com Glitter,15.84
543,Children,Coats,Punk Polyester White Embroidered,31.06
544,Children,Sweaters,Children'S Organic Cotton Sweater,24.77
545,Children,Pajamas,Children'S Pajama In Colored Tie-Dye Print,4.19
546,Children,Accessories,Snowfall,1.82
547,Feminine,Coats and Blazers,Luxurious Green Cotton Embroidery,25.6
548,Feminine,Sweaters and Knitwear,Classic Red Jacquard With Hood,10.78
549,Feminine,Dresses and Jumpsuits,Vintage Red Cotton With Zipper,20.42
550,Feminine,Shirts and Blouses,Women'S Shirt With Embroidery,25.8
551,Feminine,T-shirts and Tops,Pima Cotton Top With High Coll,9.3
552,Feminine,Pants and Jeans,Women'S Synthetic Leather Pants,3.6
553,Feminine,Skirts and Shorts,Crepe Skirt With Ruffles,16.11
554,Feminine,Suits and Sets,Fact Of Long Skirt And Short -Sleeved Blouse,16.47
555,Feminine,Sportswear,Top Of High Compression For Training,25.2
556,Feminine,Lingerie and Pajamas,Female Long Sleeve Sweater,4.98
557,Feminine,Accessories,Stylish Headphones,3.79
558,Masculine,Coats and Blazers,Luxury Lilac Nylon With Pockets,9.39
559,Masculine,Sweaters and Sweatshirts,Boho Velvet Neutral Embroidery,14.38
560,Masculine,T-shirts and Polos,Blue Wool Retro With Buttons,3.75
561,Masculine,Shirts,Slim Fit Men'S Social Shirt,5.0
562,Masculine,Pants and Jeans,Men'S Light Fabric Pants,12.12
563,Masculine,Suits and Blazers,Male Fact Of Linen And Cotton For Relaxed Style,15.92
564,Masculine,Sportswear,Dry Fit Men'S T -Shirt With Anti -Wrinkle Seams,9.52
565,Masculine,Underwear and Pajamas,Male Pajama With Animal Print And Comfortable Pants,18.66
566,Masculine,Accessories,Men'S Belt,4.59
567,Children,Baby (0-12 months),Luxurious Pink Wool With Ruffles,7.01
568,Children,"Girl and Boy (1-5 years, 6-14 years)",Formal Jacquard Bege Com Glitter,9.82
569,Children,Coats,Streetwear Black Cotton With Glitter,25.25
570,Children,Sweaters,Velvet Children'S Jersey With High Collar,6.68
571,Children,Pajamas,Children'S Pajama With Hood And Monster Print,7.13
572,Children,Accessories,Printed Children'S Bandana,11.53
573,Feminine,Coats and Blazers,Blue Polyester Boho With Loop,45.58
574,Feminine,Sweaters and Knitwear,Modern Turquoise Polyester With Hood,13.68
575,Feminine,Dresses and Jumpsuits,Luxurious Nylon Neutral Embroidery,31.68
576,Feminine,Shirts and Blouses,Blouse With Square Neckline,22.14
577,Feminine,T-shirts and Tops,Women'S T-Shirt With 3/4 Mango,10.64
578,Feminine,Pants and Jeans,Floral -Print Jeans,27.58
579,Feminine,Skirts and Shorts,Saia Of Jeans Destroyed,5.83
580,Feminine,Suits and Sets,Blouse Set With Frill And Short Skirt,44.01
581,Feminine,Sportswear,Female Compression Blouse,9.05
582,Feminine,Lingerie and Pajamas,Cotton Cotton Lingerie Set,2.7
583,Feminine,Accessories,Women'S Digital Clock,1.97
584,Masculine,Coats and Blazers,Blue Silk Retro Embroidered,8.75
585,Masculine,Sweaters and Sweatshirts,Stripped Turquoise With Glitter,19.78
586,Masculine,T-shirts and Polos,Stripped Pink Jeans With Buttons,22.98
587,Masculine,Shirts,Men'S Lightweight Fabric Shirt,16.15
588,Masculine,Pants and Jeans,Jeans Masculino Stretch,9.59
589,Masculine,Suits and Blazers,Men'S Blazer With Silk Lapel,12.02
590,Masculine,Sportswear,Men'S Cycling Shorts With Comfort Cushion,16.47
591,Masculine,Underwear and Pajamas,Men'S Cotton T -Shirt Pima For Rest,5.7
592,Masculine,Accessories,Men'S Watch With Stainless Steel Bracelet,7.99
593,Children,Baby (0-12 months),Punk Yellow Suede With Zipper,22.81
594,Children,"Girl and Boy (1-5 years, 6-14 years)",Casual Neutral Jeans Padded,14.88
595,Children,Coats,High-Tech Jeans Padded Blue,9.27
596,Children,Sweaters,Children'S Jersey With Hood And Animal Print,5.49
597,Children,Pajamas,Kids Cotton Pajamas With Front Botons,5.41
598,Children,Accessories,Tiaras For Children With Bright Details,7.56
599,Feminine,Coats and Blazers,Stripped Golden Wool With Pockets,21.77
600,Feminine,Sweaters and Knitwear,Stripped Blue Polio Printed Blue,13.04
601,Feminine,Dresses and Jumpsuits,Streetwear Black Wool With Hood,11.64
602,Feminine,Shirts and Blouses,Shoulder Blouse Only Modern,9.02
603,Feminine,T-shirts and Tops,Top With High Collar And Short Sleeves,3.91
604,Feminine,Pants and Jeans,Skinny Pants With Zipper Detail,15.6
605,Feminine,Skirts and Shorts,Short Skirt With Belt,7.81
606,Feminine,Suits and Sets,Women'S Blazer And Midi Skirt,36.97
607,Feminine,Sportswear,Women'S Running T -Shirt With Quick Drying,25.99
608,Feminine,Lingerie and Pajamas,Feminino Longa Manga Pajama,14.2
609,Feminine,Accessories,Glitter Party Clutch,2.3
610,Masculine,Coats and Blazers,Classic Denim Burgher With Buttons,12.09
611,Masculine,Sweaters and Sweatshirts,Punk Green Suede With Fringes,9.06
612,Masculine,T-shirts and Polos,Formal Green Cotton With Glitter,11.02
613,Masculine,Shirts,Cotton Shirt With Sewing Details,7.47
614,Masculine,Pants and Jeans,Men'S Pants With Plaid Print,21.41
615,Masculine,Suits and Blazers,Male Fact Of 2 Pieces With High Quality Fabric,31.09
616,Masculine,Sportswear,Male Compression T -Shirt For High Intensity Performance,14.74
617,Masculine,Underwear and Pajamas,Men'S Underwear For Comfortable Waist,2.05
618,Masculine,Accessories,Men'S Hair Tiara With Minimalist Design,3.31
619,Children,Baby (0-12 months),Vintage Jeans Smooth,4.25
620,Children,"Girl and Boy (1-5 years, 6-14 years)",Punk Jeans Bege Embroidery,17.98
621,Children,Coats,Retro Leather Mustard With Loop,28.44
622,Children,Sweaters,Crochet Children'S Jersey With Handcrafted Details,5.19
623,Children,Pajamas,Children'S Satin Pajama With Lace Details,16.68
624,Children,Accessories,Children'S Safety Pin With Color Design,15.1
625,Feminine,Coats and Blazers,Pink Tricot Sports,10.43
626,Feminine,Sweaters and Knitwear,Blue Polyester Sports With Hood,7.61
627,Feminine,Dresses and Jumpsuits,Stripped Of Turquoise Wool With Hood,30.67
628,Feminine,Shirts and Blouses,Women'S Tailoring Shirt,6.42
629,Feminine,T-shirts and Tops,T-Shirt Estampada Tie Dye,8.56
630,Feminine,Pants and Jeans,Female Plus Size Jeans,12.92
631,Feminine,Skirts and Shorts,Linen Skirt With Pocket,10.03
632,Feminine,Suits and Sets,Knitting Blouse And Flare Pants,9.24
633,Feminine,Sportswear,Female Fitness Pants,28.32
634,Feminine,Lingerie and Pajamas,Lace Bra With Deep Neckline,9.25
635,Feminine,Accessories,Plush Keychain,2.08
636,Masculine,Coats and Blazers,Burgher Satin Executive With Fringes,27.67
637,Masculine,Sweaters and Sweatshirts,Stripped Green Knitting With Fringes,11.67
638,Masculine,T-shirts and Polos,Luxurious Pink Lace Padded,10.28
639,Masculine,Shirts,Male Viscose Shirt,16.87
640,Masculine,Pants and Jeans,Classic Men'S Jeans,12.89
641,Masculine,Suits and Blazers,Men'S Blazer With Satin Lining,49.6
642,Masculine,Sportswear,Men'S Breathable Fabric Pants For Gym,10.67
643,Masculine,Underwear and Pajamas,Men'S Cotton Pajama With Lace Details,9.05
644,Masculine,Accessories,Men'S Cotton Banda With Plaid Stamp,3.86
645,Children,Baby (0-12 months),High-Tech Neutral Leather With Loop,14.94
646,Children,"Girl and Boy (1-5 years, 6-14 years)",Green High-Tech Nylon With Ruffles,12.12
647,Children,Coats,Classic Silver Silk With Pockets,4.96
648,Children,Sweaters,Fleece Children'S Jersey With Buttons Closure,21.59
649,Children,Pajamas,Soft Children'S Pajama With Teddy Bears,16.64
650,Children,Accessories,Children'S Ear Protector,5.58
651,Feminine,Coats and Blazers,Modern Green Jacquard Printed,18.02
652,Feminine,Sweaters and Knitwear,Casual Yellow Jeans With Zipper,10.55
653,Feminine,Dresses and Jumpsuits,Smooth Edge Linen,33.56
654,Feminine,Shirts and Blouses,Blusa Com Manga Bufante,11.69
655,Feminine,T-shirts and Tops,Top Of Thin Knitting With Details,3.59
656,Feminine,Pants and Jeans,Jeans With Modern Tears,42.82
657,Feminine,Skirts and Shorts,Lightweight Fabric Skirt With Dust Print,10.4
658,Feminine,Suits and Sets,Silk Blouse And Pencil Skirt,11.03
659,Feminine,Sportswear,Women'S Gymnastics Jacket,24.92
660,Feminine,Lingerie and Pajamas,Sweater With Transparency Details,4.05
661,Feminine,Accessories,Modeling Strap,1.83
662,Masculine,Coats and Blazers,Punk Suede White With Ruffles,26.93
663,Masculine,Sweaters and Sweatshirts,Punk Silver Velvet With Hood,22.72
664,Masculine,T-shirts and Polos,Vintage Denim Burgundy With Hood,16.78
665,Masculine,Shirts,Casual Shirt With Italian Collar,6.86
666,Masculine,Pants and Jeans,Slim Fit Men'S Pants With Elastic,7.52
667,Masculine,Suits and Blazers,English Standard Male Style Fact,47.56
668,Masculine,Sportswear,Men'S T -Shirt Without Sleeves For Running,8.46
669,Masculine,Underwear and Pajamas,Men'S Boxer With Modern And Comfortable Design,3.64
670,Masculine,Accessories,Men'S Cotton And Wool Kit,5.79
671,Children,Baby (0-12 months),Boho Silver Polyester With Hood,17.08
672,Children,"Girl and Boy (1-5 years, 6-14 years)",Casual Jeans Bege Printed,18.61
673,Children,Coats,Classic Lilac Velvet With Bow,19.8
674,Children,Sweaters,Children'S Sweater With Glitter,19.41
675,Children,Pajamas,Long Children'S Pajama Of Comfortable Egyptian Cotton,2.96
676,Children,Accessories,Children'S Lunchbox With Popular Characters,13.65
677,Feminine,Coats and Blazers,Vintage Gold Nylon With Pockets,14.63
678,Feminine,Sweaters and Knitwear,Executive Denim Lilac Printed,10.24
679,Feminine,Dresses and Jumpsuits,Sports Tricot Neutral Padded,21.25
680,Feminine,Shirts and Blouses,Women'S Battle Blouse,9.35
681,Feminine,T-shirts and Tops,Cropped Cotton T-Shirt With Print,9.08
682,Feminine,Pants and Jeans,Pantacourt Linen Pants,42.04
683,Feminine,Skirts and Shorts,Velvet Skirt,2.82
684,Feminine,Suits and Sets,Short -Sleeved Blouse Set And Tailoring Pants,10.77
